Symbol,Date,Open,High,Low,Close,Volume
AACG,10-Feb-2026,0.881,0.9664,0.88,0.88,17900
AADR,10-Feb-2026,97.27,97.27,94.35,94.665,25600
AAEQ,10-Feb-2026,49.39,49.39,49.2712,49.2712,70200
AAL,10-Feb-2026,14.94,15.22,14.92,15.1,33681700
AALG,10-Feb-2026,16.55,16.755,16.54,16.55,2600
AAME,10-Feb-2026,2.5,2.631,2.5,2.54,6900
AAOI,10-Feb-2026,47.53,50.1,47.03,48.49,4352300
AAON,10-Feb-2026,99.06,101.4,97.92,99.03,620600
AAPB,10-Feb-2026,32.05,32.38,31.98,32.106,77900
AAPD,10-Feb-2026,12.95,13.0501,12.95,13.01,5812600
AAPG,10-Feb-2026,23.81,24.105,23.81,24,2400
AAPL,10-Feb-2026,274.89,275.37,272.94,273.68,34376800
AAPU,10-Feb-2026,33.88,33.975,33.39,33.59,1142900
AARD,10-Feb-2026,13.46,13.46,12.5,12.61,134900
AAUS,10-Feb-2026,55.79,55.79,55.5781,55.5781,1000
AAVM,10-Feb-2026,33.265,33.29,33.19,33.2126,1900
AAXJ,10-Feb-2026,102.79,103.045,102.3,102.66,434100
ABAT,10-Feb-2026,4.16,4.24,4.03,4.1,3642900
ABCL,10-Feb-2026,3.28,3.28,3.14,3.16,1937600
ABCS,10-Feb-2026,31.73,31.87,31.715,31.715,3500
ABEO,10-Feb-2026,5.11,5.26,5.09,5.12,784500
ABI,10-Feb-2026,24.98,24.98,24.98,24.98,100
ABIG,10-Feb-2026,31.53,31.53,31.3875,31.3875,300
ABLV,10-Feb-2026,0.74,0.78,0.74,0.78,2100
ABLVW,10-Feb-2026,0.0317,0.0317,0.0317,0.0317,500
ABNB,10-Feb-2026,120.44,121.88,119.35,120.32,5512600
ABNG,10-Feb-2026,14.16,14.16,13.9256,13.9256,900
ABOS,10-Feb-2026,2.46,2.575,2.36,2.47,373900
ABPWW,10-Feb-2026,0.0185,0.0199,0.0131,0.0131,140400
ABSI,10-Feb-2026,2.76,2.795,2.63,2.64,1910200
ABTC,10-Feb-2026,1.25,1.26,1.2,1.2,9732600
ABTS,10-Feb-2026,3.49,3.7999,3.18,3.3,7600
ABUS,10-Feb-2026,4.05,4.26,3.99,4.16,3180200
ABVC,10-Feb-2026,1.73,1.7399,1.633,1.7,27900
ABVE,10-Feb-2026,1.84,1.85,1.71,1.75,1431900
ABVEW,10-Feb-2026,0.5,0.5799,0.5,0.54,9700
ABVX,10-Feb-2026,119.76,122.5399,118.69,119.18,554100
ACAD,10-Feb-2026,23.14,23.26,22.655,22.7,1313900
ACB,10-Feb-2026,3.6,3.67,3.53,3.56,1147600
ACCL,10-Feb-2026,1.45,1.46,1.39,1.4,65600
ACDC,10-Feb-2026,5.56,5.61,5.26,5.4,971900
ACEP,10-Feb-2026,17.89,17.93,17.8872,17.8872,2000
ACET,10-Feb-2026,7.2,7.56,7.12,7.13,262800
ACFN,10-Feb-2026,19.16,19.82,18.18,18.18,20500
ACGL,10-Feb-2026,95.84,99.08,94.84,97.85,2483100
ACGLN,10-Feb-2026,17.51,17.53,17.41,17.51,15800
ACGLO,10-Feb-2026,20.91,20.99,20.87,20.9063,9200
ACHC,10-Feb-2026,13.64,14.18,13.46,13.66,3369600
ACHV,10-Feb-2026,4.36,4.47,4.282,4.36,413000
ACIC,10-Feb-2026,11,11.23,11,11.14,229300
ACIU,10-Feb-2026,3.09,3.135,3.02,3.06,191700
ACIW,10-Feb-2026,41.97,42.74,41.83,42.42,505900
ACLS,10-Feb-2026,85.89,90.83,85.47,89.05,586500
ACLX,10-Feb-2026,68.85,69.735,66.12,67.24,794600
ACMR,10-Feb-2026,62.56,64.5955,60.62,62.92,844900
ACNB,10-Feb-2026,52.15,52.465,51.18,52.15,28300
ACNT,10-Feb-2026,17.03,17.34,17,17.32,46200
ACOG,10-Feb-2026,5.03,5.97,4.75,5.37,124600
ACON,10-Feb-2026,2.79,2.85,2.73,2.73,28800
ACONW,10-Feb-2026,0.0375,0.0381,0.033,0.0352,30500
ACRS,10-Feb-2026,3.72,3.7797,3.601,3.65,800200
ACRV,10-Feb-2026,1.62,1.64,1.55,1.56,976500
ACT,10-Feb-2026,42.57,42.94,42.01,42.52,286500
ACTG,10-Feb-2026,4.18,4.245,4.11,4.11,224300
ACTU,10-Feb-2026,4.25,4.43,4.2201,4.27,20900
ACWI,10-Feb-2026,147.82,148.01,147.24,147.31,6799600
ACWX,10-Feb-2026,73.35,73.365,73.105,73.16,1856200
ACXP,10-Feb-2026,2.15,2.2,2.06,2.06,15000
ADAC.OB,10-Feb-2026,9.88,9.89,9.87,9.87,5500
ADACU,10-Feb-2026,9.97,9.97,9.97,9.97,200
ADACW,10-Feb-2026,0.348,0.4,0.3479,0.4,26600
ADAG,10-Feb-2026,2.62,3.04,2.61,2.98,153300
ADAM,10-Feb-2026,7.93,7.95,7.81,7.95,434400
ADAMG,10-Feb-2026,25.22,25.2699,25.17,25.22,12700
ADAMH,10-Feb-2026,25.65,25.69,25.64,25.69,13700
ADAMI,10-Feb-2026,25.23,25.3,25.23,25.3,700
ADAML,10-Feb-2026,23.17,23.405,23.17,23.35,11200
ADAMM,10-Feb-2026,25.4,25.42,25.3101,25.41,6300
ADAMN,10-Feb-2026,22.33,22.47,22.15,22.35,7500
